split,node,engines,windows,positive,positive_fraction
train,0,21,3254,651,0.20006146281499693
train,1,21,3058,651,0.21288423806409418
train,2,21,3154,651,0.20640456563094484
train,3,21,3280,651,0.19847560975609757
train,4,21,3469,651,0.1876621504756414
train,5,21,3353,651,0.1941544885177453
train,6,21,3329,651,0.19555422048663262
train,7,21,3505,651,0.18573466476462197
train,8,20,3495,620,0.17739628040057226
train,9,20,2995,620,0.20701168614357263
validation,0,6,1032,186,0.18023255813953487
validation,1,6,832,186,0.22355769230769232
validation,2,5,615,155,0.25203252032520324
validation,3,5,765,155,0.20261437908496732
validation,4,5,873,155,0.1775486827033219
validation,5,5,745,155,0.2080536912751678
validation,6,5,945,155,0.164021164021164
validation,7,5,638,155,0.24294670846394983
validation,8,5,850,155,0.18235294117647058
validation,9,5,832,155,0.18629807692307693
test,0,24,2131,111,0.052088221492257156
test,1,24,2499,92,0.03681472589035614
test,2,24,1733,69,0.03981534910559723
test,3,24,2426,167,0.06883759274525969
test,4,24,2419,142,0.058701942951632904
test,5,23,2247,142,0.06319537160658656
test,6,23,2276,87,0.038224956063268895
test,7,23,2130,84,0.03943661971830986
test,8,23,1963,82,0.041772796739684155
test,9,23,1760,111,0.06306818181818181
